wid,txtid,inv_nr,cth_number,lnr,trans,text,text_tags,text_clean,subscr,matlect,num,sign,corr,deleted,added,ras,rasx,gap,note,link,mrp0sel,combined,,,,,,,,,
3,KBo 63.235,,832,Vs. 2′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 63.235,,832,Vs. 3′!,1,,<num/>1,1,,,<num/>1,,,,,,,,,,1,{'mrp1': ' 1 @ ein @  @ QUANcar @ '},,,,,,,,,
5,KBo 63.235,,832,Vs. 3′!,PA,,<aGr>PA</aGr>,#PA#,,,,,,,,,,,,,  ,"{'mrp1': ' PARĪSU @ (Hohlmaß) @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @  @ ', 'mrp2': ' PA @ Laub @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 29.1.1 @ (GIŠ)'}",,,,,,,,,
6,KBo 63.235,,832,Vs. 3′!,Ì,,"<sGr>Ì</sGr><corr c=""?""/>",Ì,,,,,"Ì<corr c=""?""/>",,,,,,,,  ,"{'mrp1': 'Ì=@ ölen @ 3SG.PRS @ I.29.1 @ ', 'mrp2': 'Ì=@ Öl @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.9.2 @ (UZU)'}",,,,,,,,,
7,KBo 63.235,,832,Vs. 3′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
8,KBo 63.235,,832,Vs. 4′!,1,,<num/>1,1,,,<num/>1,,,,,,,,,,1,{'mrp1': ' 1 @ ein @  @ QUANcar @ '},,,,,,,,,
9,KBo 63.235,,832,Vs. 4′!,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
10,KBo 63.235,,832,Vs. 4′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
11,KBo 63.235,,832,Vs. 5′!,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
12,KBo 63.235,,832,Vs. 5′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
13,KBo 63.235,,832,Vs. 6′!,manua~,ma-an-wa,"ma-an-wa<corr c=""?""/>-<del_in/>",ma-an-wa-[,,,,,"wa<corr c=""?""/>",,,,,,,,DEL,{},,,,,,,,,
14,KBo 63.235,,832,Vs. 7′!,,an-x-x,an-x-x,an-x-x,,,,,,,,,,,,,DEL,{},,,,,,,,,
15,KBo 63.235,,832,Vs. 7′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
16,KBo 63.235,,832,Vs. 8′!,,x-an,x-an,x-an,,,,,,,,,,,,,DEL,{},,,,,,,,,
17,KBo 63.235,,832,Vs. 8′!,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
18,KBo 63.235,,832,Vs. 8′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
19,KBo 63.235,,832,Vs. 9′!,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
20,KBo 63.235,,832,Vs. 9′!,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
21,KBo 63.235,,832,Vs. 9′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
22,KBo 63.235,,832,Vs. 10′!,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
23,KBo 63.235,,832,Vs. 10′!,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
24,KBo 63.235,,832,Rs. 1′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
25,KBo 63.235,,832,Rs. 1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
26,KBo 63.235,,832,Rs. 2′,,x-x-ma,x-x-ma,x-x-ma,,,,,,,,,,,,,DEL,{},,,,,,,,,
27,KBo 63.235,,832,Rs. 2′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
28,KBo 63.235,,832,Rs. 3′,nuza,nu-za,nu-za,nu-za,,,,,,,,,,,,,1,{'mrp1': ' nu=z @  @ CONNn=REFL @  @ '},,,,,,,,,
29,KBo 63.235,,832,Rs. 3′,É,,<sGr>É</sGr>,É,,,,,,,,,,,,,  ,"{'mrp1': 'É=@ Haus @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.16 @ ', 'mrp2': ' É= @ Haus @    { a → HURR.ABS.SG}   { b → STF} @ 30.10.4.2 @ '}",,,,,,,,,
30,KBo 63.235,,832,Rs. 3′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
31,KBo 63.235,,832,Rs. 4′,šunia~,šu-u-ni-i,šu-u-ni-i<del_in/>a-,šu-u-ni-i[a-,,,,,,,,,,,,,DEL,{},,,,,,,,,
32,KBo 63.235,,832,Rs. 5′,LUGAL,,"<sGr>LUGAL</sGr><corr c=""?""/>",LUGAL,,,,,"LUGAL<corr c=""?""/>",,,,,,,,  ,"{'mrp1': 'LUGAL=u-@ Šarrumma @    { a → DN.NOM.SG(UNM)}   { b → DN.HURR.ABS}   { c → DN.ACC.SG(UNM)}   { d → DN.NOM.PL(UNM)}   { e → DN.ACC.PL(UNM)}   { f → DN.GEN.SG(UNM)}   { g → DN.GEN.PL(UNM)}   { h → DN.D/L.SG(UNM)}   { i → DN.D/L.PL(UNM)}   { j → DN.ABL(UNM)}   { k → DN.INS(UNM)}   { l → DN.VOC.SG(UNM)}   { m → DN.VOC.PL(UNM)} @ 36.1.1 @ D', 'mrp2': 'LUGAL=u-@ Königtum @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.1.1.1 @ ', 'mrp3': 'LUGAL=u-@ König @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.3.1.1 @ '}",,,,,,,,,
33,KBo 63.235,,832,Rs. 5′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
34,KBo 63.235,,832,Rs. 5′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
35,KBo 63.235,,832,Rs. 6′,an~,an-,an-<del_in/>,an-[,,,,,,,,,,,,,DEL,{},,,,,,,,,
36,KBo 63.235,,832,Rs. 6′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
37,KBo 63.235,,832,Rs. 6′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
38,KBo 63.235,,832,Rs. 6′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
39,KBo 63.235,,832,Rs. 6′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
40,KBo 63.235,,832,Rs. 6′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
41,KBo 63.235,,832,Rs. 6′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
42,KBo 63.235,,832,Rs. 6′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
43,KBo 63.235,,832,Rs. 6′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
44,KBo 63.235,,832,Rs. 6′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 68.286,,832,1′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
1,KBo 68.286,,832,1′,arḫa,ar-ḫa,ar-ḫa,ar-ḫa,,,,,,,,,,,,,  ,"{'mrp1': ' ar= @ stehen @ 1SG.PRS.MP @ III.1 @ ', 'mrp2': ' arḫa @ weg @  @ ADV @ ', 'mrp3': ' arḫa @ von… weg @  @ POSP @ ', 'mrp4': ' arḫa @ weg- @  @ PREV @ ', 'mrp5': ' arḫ=a- @ Grenze @    { a → NOM.COLL.C}   { b → ACC.COLL.C} @ 1.1 @ ', 'mrp6': ' arḫ=a- @ Grenze @    { a → VOC.SG}   { b → ALL}   { c → STF} @ 1.1 @ '}",,,,,,,,,
2,KBo 68.286,,832,1′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
3,KBo 68.286,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 68.286,,832,2′,~makan,-m,-m<del_fin/>a-kán,-m]a-kán,,,,,,,,,,,,,DEL,{},,,,,,,,,
5,KBo 68.286,,832,2′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
6,KBo 68.286,,832,4″,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 68.286,,832,4″,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
8,KBo 68.286,,832,4″,IG,,<d>GIŠ</d><sGr>IG</sGr>,~GIŠ~IG,,,,,,,,,,,,,  ,{'mrp1': 'IG=@ Tür @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 29.1.1 @ GIŠ'},,,,,,,,,
9,KBo 68.286,,832,4″,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
10,KBo 68.286,,832,5″,~ta,-t,-t<del_fin/>a,-t]a,,,,,,,,,,,,,DEL,{},,,,,,,,,
11,KBo 68.286,,832,5″,namma,nam-m,nam-m<del_in/>a,nam-m[a,,,,,,,,,,,,,  ,"{'mrp1': ' namma @ noch @  @ ADV @ ', 'mrp2': ' namma @ dann @  @ CNJ @ '}",,,,,,,,,
12,KBo 68.286,,832,6″,~zi,-z,-z<del_fin/>i,-z]i,,,,,,,,,,,,,DEL,{},,,,,,,,,
13,KBo 68.286,,832,7″,,,<del_fin/>x-aš-ki-z<del_in/>i,]x-aš-ki-z[i,,,,,,,,,,,,,DEL,{},,,,,,,,,
14,KBo 68.286,,832,8″,namma,na,na<del_fin/>m-ma,na]m-ma,,,,,,,,,,,,,  ,"{'mrp1': ' namma @ noch @  @ ADV @ ', 'mrp2': ' namma @ dann @  @ CNJ @ '}",,,,,,,,,
15,KBo 68.286,,832,8″,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
16,KBo 68.286,,832,8″,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
17,KBo 68.286,,832,9″,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
18,KBo 68.286,,832,9″,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
19,KBo 68.286,,832,9″,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
20,KBo 68.286,,832,10″,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
21,KBo 68.286,,832,10″,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
22,KBo 68.286,,832,10″,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
23,KBo 68.286,,832,11″,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
24,KBo 68.286,,832,11″,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
25,KBo 68.286,,832,11″,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
26,KBo 68.286,,832,11″,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
27,KBo 68.286,,832,11″,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
28,KBo 68.286,,832,11″,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
29,KBo 68.286,,832,11″,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
30,KBo 68.286,,832,11″,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
31,KBo 68.286,,832,11″,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
32,KBo 68.286,,832,11″,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
33,KBo 68.286,,832,11″,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
34,KBo 68.286,,832,11″,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 66.113,,832,1′,,,"<space c=""26""/>",**************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.113,,832,1′,,,<del_fin/>x<del_in/>,]x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.113,,832,2′,,,"<space c=""23""/>",***********************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
3,KBo 66.113,,832,2′,zi,z,"z<del_fin/>i<corr c=""?""/>",z]i,,,,,"z]i<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' zi= @ Bandwurmfinne(?) @    { a → NOM.SG(ABBR)}   { b → ACC.SG(ABBR)}   { c → NOM.PL(ABBR)}   { d → ACC.PL(ABBR)}   { e → GEN.SG(ABBR)}   { f → GEN.PL(ABBR)}   { g → D/L.SG(ABBR)}   { h → D/L.PL(ABBR)}   { i → ALL(ABBR)}   { j → ABL(ABBR)}   { k → INS(ABBR)}   { l → VOC.SG(ABBR)}   { m → VOC.PL(ABBR)} @ 14.2.3 @ ', 'mrp2': ' z=a- @ Za @ GN.D/L.SG @ 39.2 @ ḪUR.SAG', 'mrp3': ' zi= @ Zip(pa)landa @    { a → GN.NOM.SG(ABBR)}   { b → GN.ACC.SG(ABBR)}   { c → GN.GEN.SG(ABBR)}   { d → GN.D/L.SG(ABBR)}   { e → GN.ALL(ABBR)}   { f → GN.ABL(ABBR)}   { g → GN.INS(ABBR)}   { h → GN.VOC.SG(ABBR)} @ 39.9 @ URU', 'mrp4': ' zi=a- @ Ziya @ GN.D/L.SG @ 39.2 @ ÍD', 'mrp5': ' zi= @ Ziplantawiya @    { a → PNf.NOM.SG(ABBR)}   { b → PNf.ACC.SG(ABBR)}   { c → PNf.GEN.SG(ABBR)}   { d → PNf.D/L.SG(ABBR)}   { e → PNf.ABL(ABBR)}   { f → PNf.INS(ABBR)}   { g → PNf.VOC.SG(ABBR)} @ 37.5 @ f'}",,,,,,,,,
4,KBo 66.113,,832,2′,mân,ma,"ma<corr c=""?""/>-a-a<del_in/>n<corr c=""?""/>",ma-a-a[n,,,,,"ma<corr c=""?""/>, a[n<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' mân @ wenn @  @ CNJ @ ', 'mrp2': ' mân @ wie @  @ CNJ @ ', 'mrp3': ' mân @ wie @  @ POSP @ '}",,,,,,,,,
5,KBo 66.113,,832,3′,,,"<space c=""25""/>",*************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
6,KBo 66.113,,832,3′,GIŠ,,"<del_fin/><sGr>GIŠ</sGr><corr c=""?""/>",]GIŠ,,,,,"]GIŠ<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': 'GIŠ=@ Holz @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.3.1.2.1 @ '}",,,,,,,,,
7,KBo 66.113,,832,3′,,e-wa-x,e-wa-x<del_in/>,e-wa-x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
8,KBo 66.113,,832,4′,,,"<space c=""22""/>",**********************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.113,,832,4′,aḫḫuanzi,a,"a<del_fin/>ḫ<corr c=""?""/>-ḫu-u-an-zi<corr c=""?""/>",a]ḫ-ḫu-u-an-zi,,,,,"a]ḫ<corr c=""?""/>, zi<corr c=""?""/>",,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
10,KBo 66.113,,832,5′,,,"<space c=""25""/>",*************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
11,KBo 66.113,,832,5′,,,<del_fin/>x-zi,]x-zi,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
12,KBo 66.113,,832,5′,IŠ-TU,,"<aGr>IŠ-TU</aGr><corr c=""?""/>",#IŠ-TU#,,,,,"TU~<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' IŠTU @ aus @    { a → …:ABL}   { b → …:INS} @  @ '}",,,,,,,,,
13,KBo 66.113,,832,5′,,,<del_in/>,[,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
14,KBo 66.113,,832,5′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
15,KBo 66.113,,832,5′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
16,KBo 66.113,,832,5′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
17,KBo 66.113,,832,5′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
18,KBo 66.113,,832,5′,,,"<subscr c=""AO:--index""/>",,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
19,KBo 66.113,,832,5′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
0,KBo 66.78,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.78,,832,1′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.78,,832,1′,URU,,"<sGr>URU</sGr><corr c=""?""/>",URU,,,,,"URU<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': 'URU=(r)ia-@ Stadt @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)} @ 28.14.3 @ ', 'mrp2': 'URU=(r)ia-@ Stadt @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.1.5.2 @ ', 'mrp3': ' URU=(e)- @ Stadt @    { a → HURR.ABS.SG}   { b → STF} @ 30.10.4.2 @ '}",,,,,,,,,
3,KBo 66.78,,832,1′,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
4,KBo 66.78,,832,2′,QA-TAM-MA,,<aGr>QA-TAM-MA</aGr>,#QA-TAM-MA#,,,,,,,,,,,,,1,"{'lg': 'Hit', 'mrp1': ' QĀTAMMA @ ebenso @ ADV @  @ '}",,,,,,,,,
5,KBo 66.78,,832,2′,,,<del_in/>,[,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
6,KBo 66.78,,832,3′,maḫḫan,ma,"ma<corr c=""?""/>-aḫ-ḫa-a<del_in/>n<corr c=""?""/>",ma-aḫ-ḫa-a[n,,,,,"ma<corr c=""?""/>, a[n<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' maḫḫan @ wie @  @ ADV @ ', 'mrp2': ' maḫḫan @ wie @  @ POSP @ ', 'mrp3': ' maḫḫan @ wie @  @ CNJ @ ', 'mrp4': ' maḫḫan @ wie @  @ INTadv @ '}",,,,,,,,,
7,KBo 66.78,,832,4′,DUMU,,"<sGr>DUMU</sGr><corr c=""?""/><del_in/>",DUMU[,,,,,"DUMU<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': 'DUMU=la-@ Kind @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.1.1.2 @ '}",,,,,,,,,
8,KBo 66.78,,832,5′,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.78,,832,1′,,,"<space c=""45""/>",*********************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
10,KBo 66.78,,832,1′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
11,KBo 66.78,,832,1′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
12,KBo 66.78,,832,1′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
13,KBo 66.78,,832,1′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
14,KBo 66.78,,832,1′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
15,KBo 66.78,,832,1′,,,"<subscr c=""AO:--index""/>",,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
16,KBo 66.78,,832,1′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
0,KBo 63.348,,832,1′,~u,,<del_fin/>-ú,]-ú,,,,,,,,,,,,,DEL,{},,,,,,,,,
1,KBo 63.348,,832,1′,,,<d>LÚ</d>x,~LÚ~x,,,,,,,,,,,,,DEL,{},,,,,,,,,
2,KBo 63.348,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
3,KBo 63.348,,832,2′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 63.348,,832,2′,É.GAL,,<sGr>É.GAL</sGr>,É.GAL,,,,,,,,,,,,,  ,"{'mrp1': 'É.GAL@ Palast @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 29.3 @ ', 'mrp2': 'É.GAL@ Palast @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 29.1.1 @ ', 'mrp3': 'É.GAL@ Palast @    { a → NOM.SG(UNM)}   { b → ACC.SG(UNM)}   { c → NOM.PL(UNM)}   { d → ACC.PL(UNM)}   { e → GEN.SG(UNM)}   { f → GEN.PL(UNM)}   { g → D/L.SG(UNM)}   { h → D/L.PL(UNM)}   { i → ALL(UNM)}   { j → ABL(UNM)}   { k → INS(UNM)}   { l → VOC.SG(UNM)}   { m → VOC.PL(UNM)} @ 28.1.2.1 @ '}",,,,,,,,,
5,KBo 63.348,,832,2′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
6,KBo 63.348,,832,3′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 63.348,,832,3′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
8,KBo 63.348,,832,3′,at~,at-,at-<del_in/>,at-[,,,,,,,,,,,,,DEL,{},,,,,,,,,
9,KBo 63.348,,832,4′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
10,KBo 63.348,,832,4′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
11,KBo 63.348,,832,4′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
